Galaxy,Final Model,Sum comp Mass,Mass Bar,Mass Disk,Mass Bulge,Mass Nucleus,Bar-to-total Mass,Disk-to-total Mass,Bulge-to-total Mass,Nucleus-to-total Mass
NGC3485,DBARB,9.896955091470629,8.754796699586793,9.846808734495454,8.464744734495453,,0.0720844531456931,0.8909506377152611,0.0369649091390458,
NGC3489,DBARB,10.066841012513065,9.11850040520917,9.836258466079132,9.542968466079136,,0.1126313767371264,0.5880543319225715,0.299314291340302,
NGC3504,DBARB,10.466978607319009,9.906495540913,10.075792114840976,9.970244114840977,,0.2751166873759734,0.4062688338524748,0.3186144787715517,
NGC3507,DBARB,10.124580819032998,8.837049866514901,10.065406173908842,9.004256173908844,,0.0515785403320492,0.872620386396245,0.0758010732717058,
NGC3583,DBARB,10.726337075139597,10.153710369683887,10.509139433000888,9.826739433000888,,0.2675304958857885,0.6064602740809243,0.1260092300332871,
NGC3637,DBARBN,10.565020788236897,9.569774670317882,10.24565221663872,9.859282216638722,9.91267421663872,0.1011006347052843,0.4793264871775823,0.1969071237393454,0.2226657543777877
NGC3654,DBAR,10.072419162507304,9.323408869723506,9.987167514791732,,,0.1782336525553083,0.8217663474446917,,
NGC3664,DBAR,9.574423214121415,8.623090023197813,9.522905652677457,,,0.1118579379579341,0.8881420620420658,,
NGC3673,DBARBN,10.485416740884704,8.947699618698172,10.435157361652433,9.29758136165243,8.672961361652431,0.0289923138787499,0.8907188038917255,0.0648880347191727,0.0154008475103516
NGC3681,DBARB,10.228465138565506,9.333579471371076,10.12706273196086,9.13613873196086,,0.1273838388863581,0.7917673582970218,0.08084880281662,
NGC3683A,DBAR,10.462063662541569,8.852526175310164,10.451258326179758,,,0.0245732451185301,0.97542675488147,,
NGC3684,DBARB,10.151376036462535,8.715449705989975,10.11391191411302,8.814117914113021,,0.0366499738856277,0.9173517159169856,0.0459983101973865,
NGC3686,DBARB,10.272863522558254,8.670443883156201,10.25047188843583,8.67551588843583,,0.0249793055625714,0.9497479523187318,0.0252727421186967,
NGC3691,DBAR,9.783339473214175,9.626912297526236,9.26399887104858,,,0.6975459544936414,0.3024540455063585,,
NGC3782,DBAR,9.202112353274504,8.330021114074011,9.139505711568871,,,0.1342482894617572,0.8657517105382428,,
NGC3795A,DBAR,9.522977668077807,8.137769267561609,9.504710231247136,,,0.0411899817452313,0.9588100182547686,,
NGC3870,DBAR,9.24676020649652,8.64159566040261,9.122851409227344,,,0.248219247059632,0.751780752940368,,
NGC3887,DBARB,10.48329459612911,8.943012550464855,10.461678618015544,8.778480618015545,,0.0288215912266143,0.9514457311001782,0.0197326776732075,
NGC3906,DBAR,9.15788673306665,8.140846889589211,9.113981939295735,,,0.0961524061237813,0.9038475938762188,,
NGC3930,DBARB,9.641403139054368,8.047187194859907,9.613747335628297,8.200579335628296,,0.0254556420726019,0.9383053586301736,0.0362389992972246,
NGC3941,DBARBN,10.446957787738338,9.500575497184528,10.25867668876611,9.75758468876611,8.98068068876611,0.113140399901319,0.64821473795952,0.2044687307201445,0.0341761314190163
NGC3953,DBARB,10.90825943779184,9.746312692192047,10.844383319125642,9.74013931912564,,0.068873674598647,0.8632247451903827,0.0679015802109701,
NGC3985,DBAR,9.273990164231083,8.316019486106713,9.223301420598498,,,0.1101613683705408,0.8898386316294592,,
NGC3992,DBARBN,11.124143153768802,9.995965325098508,11.048248926967076,10.014948926967076,9.033910926967076,0.0744427094170846,0.8396644634007431,0.0777688672420489,0.0081239599401234
NGC4027,DBAR,10.593157123468597,9.402557041861655,10.564211930623696,,,0.0644762719488531,0.9355237280511468,,
NGC4034,DBARN,9.633044267367532,8.312021801941022,9.608510165236805,,7.488888165236808,0.047750457239671,0.9450741794125872,,0.0071753633477416
NGC4037,DBARN,9.691455916095627,8.524797040711942,9.649050893815096,,8.087572893815096,0.0681304291610026,0.906974292987374,,0.0248952778516232
NGC4045,DBARB,10.076633435918149,9.380234793988611,9.818613842756546,9.468907842756543,,0.201187668642447,0.5520525329120683,0.2467597984454846,
NGC4067,DBARB,9.60978554235806,8.638719117212027,9.494167842756545,8.713041842756546,,0.1068891380262688,0.7662708423930317,0.1268400195806995,
NGC4116,DBAR,9.718941185425974,8.635255155538745,9.681559842756544,,,0.0824734135231285,0.9175265864768716,,
NGC4133,DBARB,9.75201920414146,9.002406666886703,9.5821642486409,8.9154922486409,,0.1779866638292867,0.676308809469819,0.1457045267008943,
NGC4142,DBAR,9.435570579945312,8.009147389254341,9.418989014676558,,,0.0374607794300934,0.9625392205699064,,
NGC4145,DBAR,10.18530271949014,8.97273380000037,10.157831456806028,,,0.0612958512212301,0.9387041487787698,,
NGC4152,DBARN,10.301882199577724,9.138380083359603,10.25934195663981,,8.69423795663981,0.0686274534343786,0.9066919440869292,,0.0246806024786919
NGC4204,DBAR,9.463652188364367,8.570404289404065,9.404235842756544,,,0.1278651230883442,0.8721348769116558,,
NGC4245,DBARB,10.258308265620114,9.310685467136606,10.068713842756546,9.640189842756543,,0.1128176895942589,0.646257471571468,0.2409248388342729,
NGC4262,DBARB,10.181270559831043,9.188267664133974,9.836449842756544,9.830929842756548,,0.1016241916964772,0.4520425154282996,0.446333292875223,
NGC4267,DBARB,10.41950164355633,9.087433481948722,10.218805842756543,9.929377842756546,,0.0465513026496576,0.6299472714892425,0.3235014258610997,
NGC4273,DBARN,10.53920230122236,9.688845049716958,10.45909395663981,,8.97546195663981,0.1411376066209215,0.8315562946958236,,0.0273060986832548
NGC4276,DBAR,9.641198906878252,8.557378153202986,9.603829672035184,,,0.0824478331671379,0.917552166832862,,
NGC4288,DBAR,9.20771466806435,8.26133323051375,9.155569430789914,,,0.1131406221220085,0.8868593778779915,,
NGC4293,DBARBN,10.439080806140057,9.713977852437706,10.286602035943671,9.43285603594367,8.402216035943672,0.1883202605200322,0.7039166369546147,0.0985769166284147,0.0091861858969383
NGC4314,DBARBN,10.60968962350048,9.97389540724646,10.336531842756544,9.958493842756546,8.699107842756547,0.2313160586030454,0.5331411681990209,0.2232565551323571,0.0122862180655767
NGC4369,DBAR,10.184979324151158,9.543066918485508,10.07255150230186,,,0.2280802048351014,0.7719197951648985,,
NGC4384,DBAR,9.9916611585346,8.95107068365459,9.95018817078882,,,0.091077169497659,0.9089228305023408,,
NGC4389,DBAR,9.818368496438872,8.871275951837985,9.766313894586338,,,0.112955519005601,0.8870444809943989,,
NGC4390,DBARN,9.678112169108076,7.963099032543571,9.667897672035185,,7.276973672035183,0.0192746661018811,0.9767546848504748,,0.0039706490476441
NGC4394,DBARB,10.386507867395526,9.40008109160538,10.239363842756546,9.651817842756548,,0.1031747022455225,0.71261666659311,0.1842086311613674,
NGC4405,DBARN,9.790685312102,8.620425286016657,9.755069842756544,,7.838631842756546,0.0675678303909931,0.9212649121030992,,0.0111672575059076
NGC4411A,DBAR,9.296248535870884,7.793931324729363,9.282368563451724,,,0.0314545002040666,0.9685454997959332,,
NGC4412,DBARN,9.705432020093491,8.55501513462859,9.649675842756547,,8.402287842756547,0.0707266543191355,0.879516158345421,,0.0497571873354435
NGC4416,DBAR,9.5884494301469,8.199268430007908,9.570351842756548,,,0.0408149247244839,0.959185075275516,,
NGC4424,DBAR,10.242364233865116,9.450192001266302,10.165933672035184,,,0.1613718461096692,0.8386281538903307,,
NGC4430,DBARN,10.075034092435128,8.785644187984843,10.049943672035184,,7.754227672035183,0.051358235637432,0.9438643426435952,,0.0047774217189727
NGC4448,DBARB,10.431346741066706,9.551219581296976,10.338497842756546,9.214513842756546,,0.1317870814506941,0.8075159359561052,0.0606969825932006,
NGC4449,DBARN,9.293762553427802,8.239166236199631,9.249770615301957,,7.204756615301956,0.0881868200940245,0.9036662484598488,,0.0081469314461268
NGC4450,DBARBN,10.716012909687027,9.769574413103294,10.590224032978831,9.78525603297883,9.039384032978832,0.1131257583125221,0.7485332960786959,0.1172851758370363,0.0210557697717455
NGC4454,DBARBN,10.616459192464305,9.51862117867421,10.515300432224384,9.588966432224383,9.149128432224384,0.0798292384453234,0.7922116774627306,0.0938657684118905,0.0340933156800554
NGC4487,DBAR,10.147640921769336,8.724630523410767,10.13092599132796,,,0.0377563150782864,0.9622436849217136,,
NGC4491,DBARB,9.59521435380047,8.52732657090343,9.538893842756544,8.152687842756546,,0.0855287681630679,0.8783740340605255,0.0360971977764065,
NGC4496A,DBAR,9.884344227399502,8.418037869241664,9.86924319670892,,,0.0341738289902948,0.9658261710097052,,
NGC4498,DBAR,9.718022826417672,8.475296165915909,9.692449842756549,,,0.0571838431369254,0.9428161568630744,,
NGC4504,DBARN,10.09731041178615,8.388180582651131,10.087636987209208,,7.493526987209208,0.0195375530771447,0.9779723481433686,,0.0024900987794865
NGC4519,DBAR,9.726272439236087,8.401229477292251,9.705223842756546,,,0.0473104455483057,0.9526895544516945,,
NGC4523,DBAR,9.293009520307152,7.722151820148861,9.281183842756546,,,0.0268622446305505,0.9731377553694496,,
NGC4525,DBARN,9.523586989713046,8.257376209253081,9.499001842756543,,6.459649842756547,0.0541737899544429,0.9449631065946296,,0.0008631034509274
NGC4535,DBARB,10.721269339034205,9.144534737650694,10.696277842756546,9.189903842756546,,0.0265011913935449,0.9440793616927112,0.0294194469137439,
NGC4540,DBARN,9.857191059248455,8.712598189776463,9.824581842756546,,6.6729818427565455,0.0716815075553481,0.9276641715582642,,0.0006543208863876
NGC4548,DBARB,10.746840732937445,9.856248087780768,10.619467842756546,9.845631842756546,,0.1286492784796251,0.7458081240849012,0.1255425974354736,
NGC4559,DBARN,9.987233423411036,8.4171652028859,9.974789427987282,,7.112917427987279,0.0269111204125211,0.971753256232602,,0.0013356233548766
NGC4561,DBAR,9.396735270153384,8.191243536386644,9.368797842756546,,,0.062302900586681,0.9376970994133188,,
NGC4579,DBARB,11.089010707968807,9.974779887413476,10.972844447829392,10.287184447829391,,0.0768721768397762,0.7653035710973974,0.1578242520628264,
NGC4584,DBAR,9.340160703826154,8.254349889286914,9.302969842756546,,,0.0820708980124514,0.9179291019875486,,
NGC4591,DBARN,9.44417804291238,8.156086356502673,9.401487842756543,,8.068553842756545,0.0515119883175793,0.9063789271452332,,0.0421090845371875
NGC4593,DBARBN,10.976763504598628,9.90465810312195,10.82524739640616,10.251701396406164,9.308821396406165,0.0847021820496473,0.7054786770199064,0.1883379729228226,0.0214811680076236
NGC4596,DBARB,10.693788409176346,9.806417491073995,10.486357842756544,10.091969842756546,,0.1296071861414457,0.6202537998744475,0.2501390139841066,
NGC4639,DBARB,10.08736435535059,9.332577731752853,9.933671842756546,9.174325842756543,,0.1758787524492546,0.7019521157930321,0.1221691317577134,
NGC4643,DBARB,10.61424445482988,9.865442618467426,10.279963842756546,10.168773842756544,,0.1783192232201153,0.4631475680266292,0.3585332087532554,
NGC4654,DBAR,10.462552177276024,9.112414474981804,10.442712776650543,,,0.0446541984077183,0.9553458015922816,,
NGC4658,DBAR,10.25089946190072,9.600908162767894,10.140830239968864,,,0.2238765990647294,0.7761234009352707,,
NGC4688,DBAR,9.44814514169325,7.955306651072465,9.433953842756546,,,0.0321485588618483,0.9678514411381516,,
NGC4691,DBAR,10.417589405801948,9.838557577326402,10.284695036222724,,,0.2636138182048188,0.7363861817951811,,
NGC4713,DBARN,9.84748233452557,8.004206583485258,9.840179842756545,,7.214511842756545,0.014345782726527,0.9833259678277784,,0.0023282494456948
NGC4725,DBARB,11.041038998512931,9.728325037534,10.959995842756546,10.125825842756546,,0.0486727673196415,0.8297683095055067,0.1215589231748518,
NGC4733,DBARB,9.927866030450232,8.665890082066262,9.873805842756548,8.722617842756545,,0.0547046257965102,0.8829575252516303,0.0623378489518595,
