Galaxy,Final Model,Sum comp Mass,Mass Bar,Mass Disk,Mass Bulge,Mass Nucleus,Bar-to-total Mass,Disk-to-total Mass,Bulge-to-total Mass,Nucleus-to-total Mass
NGC4779,DBARB,9.689494949965086,8.990122692925851,9.505923842756546,8.850569842756546,,0.1998148415464599,0.6552829873051313,0.1449021711484087,
NGC4897,DBARB,10.590241910545124,9.871378982775274,10.385805027550685,9.856027027550684,,0.1910456142492858,0.6245441101022328,0.1844102756484814,
NGC4900,DBAR,10.085553936292206,8.689465646975739,10.067747842756546,,,0.040170913762496,0.959829086237504,,
NGC4902,DBARB,11.037804610947786,9.883548533800855,10.958112134040912,10.027000134040913,,0.0701041814638978,0.832352950013919,0.0975428685221831,
NGC4948A,DBAR,9.442396457869664,8.413456997932283,9.39973858263949,,,0.0935536077520537,0.9064463922479464,,
NGC4984,DBARB,10.712269785185832,10.13845357452914,10.325269206877474,10.221469206877474,,0.2667987492883492,0.4102035567574624,0.3229976939541883,
NGC4995,DBARN,10.712418976131405,9.351873233334963,10.683207685513093,,9.043897685513096,0.0435967642557167,0.934950696289622,,0.0214525394546611
NGC5068,DBARN,9.755563523840282,8.4112935592276,9.735280564540698,,6.321188564540697,0.0452616138781689,0.9543705748446312,,0.0003678112771999
NGC5101,DBARB,11.125052773813678,10.37602774913936,10.851593125640775,10.585953125640774,,0.178227606717214,0.5327707236242631,0.2890016696585228,
NGC5117,DBARB,9.809302380361457,8.952427425083112,9.716960535455437,8.529506535455434,,0.1390352892490453,0.8084592885424883,0.0525054222084663,
NGC5134,DBARBN,9.905034183412456,9.463605388358038,9.183138995881244,9.516900995881244,8.499016995881245,0.3618855189704549,0.1897163726754046,0.4091351687053361,0.0392629396488044
NGC5147,DBARN,9.940631783024411,8.614679776793185,9.91849350230186,,7.336187502301858,0.0472115211708525,0.9503021662955168,,0.0024863125336305
NGC5218,DBARN,10.820367088522808,10.126693001435624,10.67413423799055,,9.741704237990549,0.2024537907458844,0.7141133457149992,,0.0834328635391163
NGC5236,DBARB,10.98897578940933,9.552097490061414,10.938534080028512,9.852806080028513,,0.0365697255174237,0.8903449312958616,0.0730853431867147,
NGC5334,DBARN,10.433922899638643,8.60914604159666,10.426959200135876,,7.405475200135876,0.0149700462451351,0.984093357750928,,0.0009365960039368
NGC5339,DBARB,10.454203376946133,9.47281153371083,10.377403728912949,9.215427728912946,,0.1043778043007908,0.8379157465131587,0.0577064491860503,
NGC5347,DBARN,10.110524036944785,9.241723799036398,9.982059294081507,,9.19257329408151,0.1352694618000907,0.7439354550389571,,0.1207950831609522
NGC5355,DBARB,10.054627816665686,9.189337149875414,9.467089961073436,9.836477961073436,,0.136367014709854,0.2585009505520667,0.6051320347380791,
NGC5375,DBARBN,10.69126417794825,9.795346852121378,10.519402045932589,9.929872045932589,9.11457804593259,0.1270816000205693,0.6731903284986217,0.1732239222608854,0.0265041492199235
NGC5430,DBARB,10.759188120829569,10.106216516587295,10.508161791373494,10.094927791373497,,0.2223455263516159,0.5610139630738011,0.2166405105745829,
NGC5448,DBARB,10.76740651493069,10.300399352321303,10.402717250072223,10.123403250072224,,0.3411872845382312,0.4318279366638494,0.2269847787979193,
NGC5534,DBARB,10.257743075540525,9.611397396208,9.943944239968864,9.718224239968864,,0.2257638074125236,0.4855133369966284,0.288722855590848,
NGC5569,DBAR,9.0549380866168,7.729754012303991,9.033896496565198,,,0.0472950757823158,0.9527049242176844,,
NGC5597,DBAR,10.556436244356648,9.891041309077998,10.450710609343508,,,0.2160752701840395,0.7839247298159604,,
NGC5600,DBAR,11.243084062931937,9.845438290231792,11.225343031812203,,,0.0400271093167978,0.959972890683202,,
NGC5636,DBARB,9.643921726601649,7.864028031197605,9.618201948901277,8.255671948901274,,0.0165999318317121,0.9424975334166148,0.040902534751673,
NGC5645,DBAR,9.86215869857547,8.895826884457506,9.812493948901274,,,0.1080608018613729,0.891939198138627,,
NGC5661,DBAR,10.044023131895102,9.11631735323592,9.989436538524584,,,0.1181120538011485,0.8818879461988515,,
NGC5669,DBAR,10.120229296099106,8.957062406355334,10.089328017344071,,,0.0686804465563806,0.9313195534436194,,
NGC5691,DBAR,10.162055804796758,9.256549960129718,10.1044078859143,,,0.1243065906745995,0.8756934093254005,,
NGC5693,DBAR,9.749277037862534,8.434128376657167,9.727731167217504,,,0.0484006661287984,0.9515993338712014,,
NGC5701,DBARB,10.616486931039486,9.737421698258656,10.14822901467656,10.338861014676558,,0.132109718516349,0.3402060900177951,0.527684191465856,
NGC5713,DBARB,10.539407680115607,9.777429412391504,10.356317914113022,9.772403914113022,,0.1729902922108558,0.6560096591205482,0.1710000486685959,
NGC5728,DBARB,10.835405663816568,10.114928798125394,10.625656852963155,10.120312852963158,,0.1903369624929348,0.6169517339362817,0.1927113035707834,
NGC5740,DBARB,10.450063962811695,9.183609831690788,10.35578850529248,9.59924850529248,,0.0541434429541599,0.8048677803075295,0.1409887767383105,
NGC5757,DBARB,10.750573902434182,9.915160107467852,10.59778019125292,9.92815419125292,,0.1460784678281505,0.7034063568465807,0.1505151753252687,
NGC5768,DBARN,10.11118832693837,8.586136760701626,10.07818097551846,,8.748032975518461,0.0298502816862145,0.92681413481356,,0.0433355835002253
NGC5781,DBAR,10.08395829571025,9.46441809641186,9.96469336611436,,,0.2401373980886789,0.7598626019113209,,
NGC5850,DBARB,10.648627915635814,9.738773022264825,10.448289969781795,10.040383969781798,,0.1230679897337081,0.6304665565773169,0.2464654536889748,
NGC5866B,DBAR,9.016790089702544,7.772453952128757,8.991314532723612,,,0.0569723144212802,0.9430276855787196,,
NGC5885,DBARN,10.448322621494947,8.689636746690283,10.436424741281998,,8.430292741281995,0.0174306717802361,0.9729759819661576,,0.0095933462536061
NGC5892,DBAR,10.299753169341605,8.854634445621347,10.283883188036883,,,0.0358823829038922,0.9641176170961075,,
NGC5921,DBARB,10.418795313177997,9.45096919793716,10.302610152819412,9.52273615281941,,0.1076896299861373,0.7652702662982538,0.1270401037156088,
NGC5950,DBAR,9.94563135744088,9.035109664434984,9.888690776970485,,,0.1228791806904634,0.8771208193095366,,
NGC5956,DBARN,9.952720275115093,9.1437937887456,9.825087433239872,,8.949989433239875,0.1552649806906047,0.7453618460813277,,0.0993731732280674
NGC5964,DBAR,10.322809617719129,9.228834770760526,10.286341273262131,,,0.0805425087667675,0.9194574912332324,,
NGC5970,DBARN,10.584231187806152,9.64817402850988,10.522371587963583,,8.811997587963583,0.1158624854701753,0.8672421953715557,,0.0168953191582689
NGC6012,DBARN,10.03968362015609,9.37044496390557,9.932150229680234,,7.7523542296802335,0.2141713349818497,0.7806684165983576,,0.0051602484197925
NGC6014,DBARN,10.21545353855072,9.242693885368974,10.12336816740807,,9.14277216740807,0.1064732098179223,0.8089368673331353,,0.0845899228489422
NGC6140,DBAR,9.774254656461654,8.677167450940107,9.738057888435833,,,0.0799673665904699,0.92003263340953,,
NGC6217,DBARN,10.443914069964956,9.457833993035145,10.368873801896273,,9.187625801896273,0.1032570998693828,0.8413171305534999,,0.0554257695771172
NGC6236,DBAR,9.645005310597073,8.124780856899221,9.63169469419147,,,0.0301839134091836,0.9698160865908162,,
NGC6237,DBAR,8.864108274192958,7.7087188085395075,8.832627894586336,,,0.069921467455726,0.930078532544274,,
NGC6267,DBARB,10.563805419645815,9.442226038594438,10.514225519645931,9.073063519645936,,0.0755823896991908,0.8921134765306276,0.0323041337701816,
NGC6339,DBAR,10.116070056934191,9.160736854662764,10.06505367869357,,,0.1108324153225768,0.8891675846774231,,
NGC6412,DBARN,10.176962813722298,8.715318002087107,10.160023724543471,,7.746363724543472,0.0345426131099527,0.9617471562226244,,0.0037102306674227
NGC6889,DBARN,9.993673468835173,8.601240826810935,9.97351448789316,,7.679098487893159,0.0405104770989725,0.9546430585890798,,0.0048464643119475
NGC7051,DBARN,10.23289028489424,9.74135213219481,10.007067125640772,,9.152053125640771,0.3224496035422348,0.594534198229591,,0.0830161982281741
NGC7070,DBAR,10.18841498045534,8.65854162907835,10.175401257004609,,,0.0295206998153298,0.97047930018467,,
NGC7079,DBARB,10.630612847047544,9.3680122630362,10.470964239968865,10.033704239968865,,0.0546260019636791,0.6923909662492842,0.2529830317870367,
NGC7091,DBAR,9.810825132954172,8.958212442564863,9.74511824008554,,,0.1404065310548039,0.8595934689451961,,
NGC7154,DBARN,9.942553304918867,9.081952469190416,9.873932680094072,,7.861984680094072,0.1378475857363377,0.8538456597679991,,0.0083067544956632
NGC7162A,DBAR,9.79087491502246,8.732659015304247,9.751129257004608,,,0.0874548904856527,0.9125451095143472,,
NGC7179,DBARB,10.579405938000855,9.344314081152314,10.53720737107452,9.11591937107452,,0.0581980111180649,0.907405553851238,0.0343964350306969,
NGC7280,DBARB,10.178530356876744,9.126604302667191,10.00459860591736,9.56105060591736,,0.0887307077825062,0.6699898895348811,0.2412794026826127,
NGC7418,DBARN,10.410609859998026,8.733302263627372,10.401204152819412,,7.0145261528194105,0.0210228893085288,0.9785753973154864,,0.0004017133759849
NGC7421,DBARB,10.190008649108798,8.911010502602318,10.14607448342321,8.82961048342321,,0.0526019511345951,0.9037864675257768,0.0436115813396281,
NGC7424,DBAR,9.97662468164129,8.64566781044908,9.95586768070722,,,0.0466705725508495,0.9533294274491504,,
NGC7496,DBARN,10.006331859343373,8.786951135688446,9.961005865336295,,8.594753865336298,0.0603419410651807,0.9008946461464108,,0.0387634127884085
NGC7513,DBARB,10.250051500967055,9.418905135957033,10.162676152819412,8.790648152819411,,0.147520927757021,0.8177577183074163,0.0347213539355627,
NGC7661,DBAR,9.660094420204109,8.330348197569206,9.63927806480974,,,0.0468008539371702,0.9531991460628296,,
NGC7723,DBARB,10.67183399551017,9.416513152275884,10.618387125640774,9.451757125640777,,0.0555493724185606,0.8842053332996321,0.0602452942818073,
NGC7724,DBARN,10.124986668257115,8.919130649724707,10.09479568985532,,7.815655689855321,0.0622506630324794,0.9328439980188018,,0.0049053389487188
NGC7741,DBAR,9.890929677211728,8.781585782878626,9.855782074930122,,,0.0777420709794149,0.922257929020585,,
NGC7755,DBARB,10.586762962460584,9.641946778270125,10.4269611075792,9.8752451075792,,0.1135491312429578,0.6921466880464457,0.1943041807105963,
NGC7757,DBARN,10.17487492805344,8.835886416298496,10.151650443651146,,7.971188443651147,0.0458154005947216,0.947928357749336,,0.0062562416559421
NGC7764,DBAR,9.707292993700518,8.802964262431654,9.649477722111506,,,0.1246439687346217,0.8753560312653782,,
NGC7798,DBARB,10.419920104180076,8.972432135850642,10.348019200135877,9.487705200135876,,0.0356871635898807,0.8474207538976324,0.1168920825124867,
PGC002492,DBAR,9.091150488967916,7.78006977220603,9.069396690913832,,,0.0488561548216572,0.9511438451783426,,
PGC003853,DBAR,9.777112119049152,8.266870533216307,9.763487090235124,,,0.0308857686592574,0.9691142313407426,,
PGC006626,DBARN,9.265228788985905,7.920024501670407,9.24421038052306,,6.58326638052306,0.0451643446324214,0.9527557786588948,,0.0020798767086838
PGC006667,DBAR,9.693942960882769,8.308625369813262,9.675680214206755,,,0.0411796270395116,0.9588203729604884,,
PGC012068,DBAR,9.401362095607931,8.307382534128553,9.364894164130432,,,0.080541634435442,0.919458365564558,,
PGC012664,DBAR,9.69762250846149,8.409077704756658,9.674678949581748,,,0.0514582717687393,0.9485417282312606,,
PGC015869,DBAR,9.521406289083616,8.347155618206404,9.49131129614643,,,0.0669498069596498,0.93305019304035,,
PGC016784,DBAR,9.552877303259368,8.491402413818424,9.513442694191472,,,0.0868010763528535,0.9131989236471466,,
PGC032091,DBARB,9.69652083585436,8.501349518581803,9.659696554779686,7.939424554779684,,0.063801175838809,0.9187042361740048,0.0174945879871861,
PGC036217,DBARN,9.69672376088096,8.323148092425074,9.677111294081511,,6.96311729408151,0.042308178846045,0.9558451331280152,,0.0018466880259398
PGC037373,DBAR,9.454675436999318,8.413496335863625,9.413261387660524,,,0.0909538105761419,0.909046189423858,,
PGC042868,DBARN,9.86053106106893,8.672513312989599,9.830133433239874,,7.298119433239872,0.0648607926694852,0.932400230413758,,0.0027389769167568
PGC045195,DBAR,9.733472574841995,8.20885367426281,9.720298017344073,,,0.0298800348325381,0.9701199651674618,,
PGC048179,DBAR,9.884227154368965,8.816012999978044,9.845427714386243,,,0.0854645175982826,0.9145354824017174,,
PGC053093,DBARN,10.187699738343287,9.30428797757028,10.115305869470369,,8.54461386947037,0.1307941257243878,0.8464593978546535,,0.0227464764209586
PGC066559,DBAR,9.510115966077032,8.651935777170483,9.445311728912948,,,0.1386180582819258,0.8613819417180741,,
PGC067871,DBAR,9.496928778765918,8.52057209619766,9.448463001534572,,,0.1055949909810269,0.8944050090189731,,
PGC068771,DBAR,9.71392147060843,8.53601522032639,9.684087599674449,,,0.0663886365895992,0.9336113634104006,,
UGC01551,DBARN,10.031881241053592,8.5164706175485,10.017871995945749,,7.119099995945748,0.0305203406392297,0.968257244122953,,0.0012224152378171
UGC04393,DBAR,9.30435628869983,8.574737984158416,9.214781938709857,,,0.1863724418873449,0.8136275581126551,,
UGC04621,DBARN,10.203470459160052,9.312632681223636,10.112991750050046,,8.977901750050044,0.1285766842880937,0.8119350523337686,,0.0594882633781376
UGC04867,DBAR,9.488251738326037,8.324514818426406,9.457392467012635,,,0.0685903596555719,0.931409640344428,,
UGC05004,DBAR,8.963962860419995,7.640609865877733,8.942830168729063,,,0.0474949030456084,0.9525050969543916,,
UGC05354,DBAR,8.845317118033352,7.676505835938243,8.81482919670892,,,0.0677936033284002,0.9322063966715998,,
UGC05478,DBAR,9.061828770671593,7.792822032820577,9.037799714820284,,,0.0538261431607818,0.946173856839218,,
UGC05612,DBAR,9.56851159910434,8.489157656519204,9.530738734495454,,,0.0833002025482326,0.9166997974517672,,
UGC05633,DBAR,9.29673804611901,8.193641223727708,9.261059714820284,,,0.0788684267330942,0.9211315732669056,,
UGC05676,DBAR,8.992909126356166,7.604571671322584,8.974775608346487,,,0.0408942779965436,0.9591057220034565,,
UGC05688,DBAR,9.541576292990056,8.244074010720185,9.519113433000886,,,0.0504077970105192,0.9495922029894808,,
UGC05707,DBAR,9.507887254779206,8.271482040227033,9.4819278859143,,,0.0580222793233923,0.9419777206766076,,
UGC05934,DBAR,8.881902034961662,7.239775735347044,8.871886919831208,,,0.0227967900934919,0.977203209906508,,
UGC06157,DBAR,9.729788552037895,8.589198747863,9.697174911159172,,,0.0723452789975094,0.9276547210024906,,
UGC06194,DBAR,9.654738641946928,8.505067299649461,9.62282532695626,,,0.0708481733850606,0.9291518266149392,,
UGC06309,DBARN,10.41232728266257,9.242938516708517,10.378698538524583,,8.245314538524585,0.0677035176928988,0.9254889884853394,,0.0068074938217616
UGC06816,DBAR,9.153759122665363,8.160011258569492,9.10730136164441,,,0.101450019747091,0.8985499802529089,,
UGC06903,DBAR,9.985138275897285,8.57919794187721,9.967739678693569,,,0.0392698883020839,0.960730111697916,,
UGC06917,DBAR,9.527920927709731,8.046487417709397,9.513345608346487,,,0.033003993278783,0.9669960067212172,,
UGC06930,DBAR,9.628606377675291,8.230756790196905,9.610873842756543,,,0.0400083289667294,0.9599916710332708,,
UGC06983,DBAR,9.470660628006192,8.334562424521526,9.437694738893244,,,0.0730973775629977,0.9269026224370022,,
UGC07129,DBARN,9.600527484334137,8.741291268110198,9.503824964679774,,8.388244964679773,0.1382814050827831,0.8003823082031234,,0.0613362867140934
UGC07133,DBAR,9.415889840860377,7.844159010761325,9.40408824008554,,,0.0268082935213773,0.9731917064786226,,
UGC07239,DBAR,9.463091889734576,8.138624426160922,9.44201469419147,,,0.0473731797832063,0.9526268202167936,,
UGC07257,DBAR,8.778499262710147,7.94650697115772,8.709329208807915,,,0.1472338635264082,0.8527661364735918,,
UGC07700,DBAR,9.6238566778611,8.34216237693421,9.600538371851025,,,0.0522764032145853,0.9477235967854146,,
UGC07943,DBAR,9.261485728040338,8.04748200032936,9.23410799132796,,,0.0610936780985573,0.9389063219014426,,
UGC08041,DBARN,9.526204966497597,8.118290422963005,9.504277208807911,,7.532469208807913,0.0390917809428563,0.9507629342761093,,0.0101452847810344
UGC08056,DBARB,9.274336065942894,8.093896801481177,9.218257001534573,8.015763001534573,,0.0660025531551883,0.8788625031254297,0.0551349437193819,
UGC08084,DBAR,9.658245183458726,8.750461491886153,9.600919643752135,,,0.1236563173331125,0.8763436826668873,,
UGC08597,DBAR,9.564125667356516,8.735082223167492,9.49444444873506,,,0.1482369790435151,0.8517630209564849,,
UGC08733,DBAR,9.643490306141924,8.204154224929692,9.627403614073687,,,0.0363633527380067,0.9636366472619932,,
UGC08877,DBAR,9.049878124740692,7.561897628008066,9.0355245244355,,,0.0325101896711724,0.9674898103288276,,
UGC09215,DBAR,9.829055913187926,8.96824077349366,9.76467421663872,,,0.1377795811953841,0.8622204188046159,,
UGC09569,DBAR,9.451539545284328,8.311048937336512,9.418918167408073,,,0.0723618051074542,0.9276381948925456,,
UGC09601,DBAR,9.390363707283456,8.431493346158726,9.339786214206756,,,0.1099333946635221,0.8900666053364779,,
UGC09661,DBAR,9.07889104887464,7.955240379799846,9.044928176080107,,,0.0752227715767563,0.9247772284232436,,
UGC09730,DBAR,9.25104574656856,8.162453774924241,9.214102680094074,,,0.0815470074678838,0.918452992532116,,
UGC10290,DBAR,9.3896707042255,8.09547837196763,9.367031433000887,,,0.0507934448187889,0.9492065551812112,,
UGC10791,DBAR,8.95101627862659,7.492236445882749,8.93564653272361,,,0.0347712390901809,0.965228760909819,,
UGC10854,DBAR,9.095393869023,7.801464244194566,9.072740535455434,,,0.0508241793838569,0.949175820616143,,
UGC11782,DBAR,8.982834396189602,7.808466090559694,8.952747842756546,,,0.0669316751210066,0.9330683248789934,,
UGC12151,DBAR,9.251467391454698,7.784324959186703,9.236395914113022,,,0.0341081031517191,0.9658918968482808,,
UGC12681,DBAR,9.115776138045604,8.713756252964698,8.89662616740807,,,0.3962598902524608,0.6037401097475391,,
UGC12707,DBARN,9.675883561372553,8.661747492778563,9.628476682241796,,7.496356682241797,0.0967974533114109,0.896588410685121,,0.0066141360034679
UGC12732,DBAR,8.824520003130516,7.791125186094653,8.782319370324467,,,0.09259876254316,0.90740123745684,,
