Galaxy,Final Model,Mag Disk1,Mag Bulge1,Mag Nucleus1,Disk-to-total light1,Bulge-to-total light1,Bar-to-total light1,Nucleus-to-total light1,Flux Model1,Flux Disk1,Flux Bulge1,Flux Bar1,Flux Nucleus1,Mag Disk2,Mag Bulge2,Mag Nucleus2,Disk-to-total light2,Bulge-to-total light2,Bar-to-total light2,Nucleus-to-total light2,Flux Model2,Flux Disk2,Flux Bulge2,Flux Bar2,Flux Nucleus2,Mag Final Model1,Mag Final Model2,Bar-to-total Mass,Disk-to-total Mass,Bulge-to-total Mass,Nucleus-to-total Mass,Mass Bar,Mass Disk,Mass Bulge,Mass Nucleus,Sum comp Mass,sersic n1,sersic n2
ESO357-012,DBAR,13.6068,,,0.9467478,,0.053252187,,0.0138371199153182,0.0131002625592931,,0.0007368568920995,,14.1475,,,0.94388574,,0.056114275,,0.0084349123376474,0.0079615935041731,,0.0004733189905868,,13.54738573839904,14.084798566467164,0.0509282812200154,0.9490717187799844,,,8.088994865576296,9.3593348782948,,,9.382035846169387,,
ESO408-012,DBARN,14.9735,,21.6691,0.94812745,,0.049771853,0.0021006584,0.0039240386857865,0.0037204887872008,,0.0001953066758163,7.804768035855912e-06,15.7189,,22.672,0.89752716,,0.10090535,0.0015674554,0.0020863751493766,0.001872578358885,,0.0002105264174765,3.098846042012052e-06,14.915666799266914,15.60151899689792,0.0266762162902415,0.9708323219437188,,0.0024914617660396,8.118648865511453,9.67966886237654,,7.088978862376539,9.692524635499373,,
ESO418-009,DBAR,13.4788,,,0.94433236,,0.055667605,,0.0156082828722364,0.0147394066193492,,0.0008688757295787,,13.9437,,,0.9464959,,0.053504195,,0.0101484862412481,0.0096055005233282,,0.0005429865874591,,13.416612181826942,13.883996831840207,0.0575709767790878,0.9424290232209122,,,7.9730459559266835,9.18709101020661,,,9.212842357943336,,
ESO440-011,DBAR,12.1657,,,0.96839726,,0.031602774,,0.051011306658278,0.0493992095822161,,0.0016120987863492,,12.6217,,,0.9677811,,0.032218944,,0.0335384395076156,0.0324578687677047,,0.0010805731137789,,12.130833879605092,12.586142870797538,0.0310880049926334,0.9689119950073664,,,8.586886684682675,10.080578164130436,,,10.094293831680668,,
ESO445-089,DBARN,12.6886,,19.0147,0.9222911,,0.0748751,0.0028337722,0.0330896354253231,0.0305182762558533,,0.0024775898093188,8.997461562370032e-05,13.1258,,19.5949,0.9250004,,0.07250874,0.002490868,0.0220565745307967,0.0204023409066418,,0.0015992943715869,5.272784233239247e-05,12.600770044448709,13.04115483557442,0.0769490419054312,0.9200172348223438,,0.003033723272225,9.0254285037351,10.103021250072224,,7.621201250072221,10.139225286946091,,
ESO482-035,DBAR,12.9367,,,0.89143723,,0.10856282,,0.0272413879277182,0.0242839874635902,,0.002957401884877,,13.4176,,,0.8898226,,0.11017736,,0.0175249410991145,0.0155940886934782,,0.0019308517527813,,12.811926923066109,13.290858582529152,0.1072068195066509,0.8927931804933491,,,8.850622841822986,9.771151294081507,,,9.820400429787982,,
ESO485-021,DBARN,13.2832,,19.587,0.91307265,,0.083666086,0.0032612004,0.0193292350764286,0.0176489958099002,,0.0016172014480246,5.3112898185501177e-05,13.8714,,19.9439,0.9007798,,0.09523918,0.0039809705,0.0113978088511205,0.0102669157918596,,0.0010855179385302,3.823314289702597e-05,13.184463330352726,13.757946576775293,0.0748731861980942,0.9228096851685992,,0.0023171286333068,8.11416213613301,9.204947965311847,,6.604785965311848,9.23983582138606,,
ESO508-024,DBAR,12.675,,,0.9453071,,0.05469277,,0.0326909161165287,0.0309029543251357,,0.0017879567982836,,13.1598,,,0.943988,,0.056011867,,0.0209465988143907,0.0197733384492113,,0.0011732581022466,,12.6139322719065,13.097216212896754,0.0535946159554464,0.9464053840445537,,,8.961995943585485,10.208951982655924,,,10.232874780353264,,
ESO510-059,DBAR,13.4697,,,0.8738924,,0.12610756,,0.017008343740608,0.0148634627820692,,0.0021448807050946,,14.0669,,,0.84301215,,0.1569879,,0.0101719956060262,0.0085751159273555,,0.0015968802849688,,13.323344938975051,13.881484590243714,0.1040903615601463,0.8959096384398537,,,8.842992862975642,9.777846554779686,,,9.825582345905437,,
ESO532-022,DBAR,14.3683,,,0.8922843,,0.107715696,,0.0072807607662676,0.006496508335234,,0.00078425221405,,14.8204,,,0.8963564,,0.10364353,,0.0047792447796225,0.0042839066636745,,0.0004953377954745,,14.244558097277194,14.70160181388585,0.1112869988211924,0.8887130011788075,,,8.37982406416481,9.282141167217503,,,9.333379633612852,,
ESO576-032,DBARN,12.0662,,17.7884,0.97344637,,0.02120405,0.005349574,0.0556170526642734,0.0541402179800372,,0.001179306800603,0.0002783812624388,12.5003,,19.5489,0.973238,,0.025185855,0.0015761591,0.0372958875102796,0.0362977746454863,,0.0009393288188656,5.500979164249348e-05,12.036980073988794,12.470847634289182,0.0182078092098228,0.9677364704275876,,0.0140557203625896,8.433400563644406,10.158899977971812,,8.320995977971812,10.173142869651928,,
ESO580-022,DBAR,13.3702,,,0.96596277,,0.034037177,,0.0168639619196283,0.0162899593286022,,0.0005740016486787,,13.83,,,0.95241505,,0.047584962,,0.0111988583366562,0.0106659612123025,,0.0005328972495107,,13.332600967857964,13.777065622646536,0.0255190043347656,0.9744809956652344,,,8.078925773873422,9.660835422117874,,,9.672062048195482,,
IC0749,DBARN,12.0058,,20.5852,0.9859889,,0.013625016,0.0003860099,0.0580507677151636,0.0572374134724514,,0.0007909426642404,2.1179709546448284e-05,12.4692,,22.5808,0.9866501,,0.013255737,9.416984e-05,0.0378579271926706,0.0373525280021821,,0.0005018347183036,3.3703887772217484e-06,11.99048008097396,12.454607920821534,0.0139388369108052,0.9848517939547496,,0.0012093691344452,8.491729846536973,10.340874190146549,,7.430062190146545,10.34750330981178,,
IC0758,DBAR,13.5043,,,0.92356175,,0.07643814,,0.0155888493888361,0.0143972650507623,,0.001191582595884,,14.0909,,,0.909236,,0.090764046,,0.0092249361874794,0.008387644207487,,0.0008372925298414,,13.417964847133796,13.987591573361664,0.0659238169133424,0.9340761830866576,,,8.40940656864325,9.560746522729149,,,9.590364224074136,,
IC0769,DBARN,12.7596,,17.8879,0.9544827,,0.03681002,0.008707406,0.0299496637148594,0.0285864351258905,,0.0011024477756688,0.0002540036749029,13.2615,,18.6502,0.9573217,,0.035809793,0.0068684747,0.0188079774358005,0.0180052849969886,,0.0006735097707918,0.000125869353052,12.709020124138329,13.21414476228026,0.0376772216584723,0.9519515346641956,,0.0103712436773321,8.833089230025871,10.235625198205437,,8.272841198205438,10.257010359866856,,
IC0797,DBARN,13.0123,,19.6753,0.90642333,,0.09158346,0.0019931956,0.0249890027449783,0.0226506150891542,,0.0022885793475628,4.896435071743747e-05,13.4444,,20.5072,0.906979,,0.09164159,0.0013794543,0.0167742363012425,0.0152138804757279,,0.0015372176856681,2.2757261502803748e-05,12.905627688114738,13.338393108256028,0.0915191162163989,0.905803159659326,,0.0026777241242751,8.376614762262644,9.372136775970148,,6.842868775970147,9.41510294469694,,
IC0800,DBAR,13.0439,,,0.8958864,,0.10411362,,0.0245576635968086,0.0220008773528671,,0.0025567873417546,,13.4901,,,0.895808,,0.10419192,,0.0162833992869317,0.0145867990470397,,0.0016965986627218,,12.924532385284868,13.370637319032827,0.1040470937889187,0.8959529062110813,,,9.581741003021849,10.5167962314135,,,10.564511048883263,,
IC0863,DBARN,13.0352,,15.5525,0.6924947,,0.2382398,0.06926556,0.0320260628888251,0.0221778785055121,,0.0076298826563159,0.0021827299118429,13.4729,,16.0461,0.69763345,,0.23615232,0.066214256,0.0212428463107624,0.0148197200589676,,0.0050165474630621,0.0013853515660959,12.63624111968094,13.081968232366282,0.2402826781177255,0.6888848151075346,,0.0708325067747397,9.439992406768676,9.897416554779683,,8.909502554779685,10.059269942952035,,
IC1067,DBARBN,12.4896,14.7387,16.3274,0.7521398,0.09745489,0.12780344,0.022601802,0.0487372954897347,0.0366572600110418,0.0046187026131706,0.0062287942568631,0.0010691533473503,13.0133,15.1844,17.7519,0.7613398,0.10597027,0.12271454,0.009975478,0.0297236046131774,0.022629762706045,0.0030636560048481,0.0036475185223101,0.0002878988963307,12.180346435440445,12.71724631090872,0.1311289609865809,0.737848376630139,0.0874595273726457,0.0435631350106342,8.986388083407759,9.736656589467836,8.810496589467837,8.507808589467835,9.868689463360514,0.58,0.6411
IC1438,DBARB,12.3548,12.8727,,0.49278066,0.3315467,0.1756726,,0.0842221548875726,0.0415030487034362,0.0257584662481466,0.0147955254011879,,12.8685,13.4228,,0.49468678,0.32191387,0.18339936,,0.0522720693705305,0.0258583018042105,0.0155195812883039,0.0095866642959307,,11.58643412755151,12.10432576628457,0.1738507037460425,0.5041858112531009,0.3219634850008566,,9.738157233957864,10.200571400555308,10.005787400555308,,10.497980780914975,1.5223,1.4172
IC1870,DBAR,12.9474,,,0.9312075,,0.068792604,,0.0258222181081237,0.0240458426020304,,0.0017763776223889,,13.3815,,,0.9299221,,0.07007779,,0.0173361808614787,0.0161212977799823,,0.0012148812731918,,12.870016137286376,13.302616427107582,0.0677173759726602,0.9322826240273396,,,8.240626535729895,9.379474004617787,,,9.40992641474358,,
IC1933,DBAR,12.6843,,,0.9632565,,0.036743462,,0.0318081244194247,0.0306393819098896,,0.0011687406136231,,13.1071,,,0.96462315,,0.03537686,,0.0215180205634465,0.0207567808467426,,0.0007612400373473,,12.643654846275057,13.067994204483348,0.0379448753338839,0.962055124666116,,,8.182377287820142,9.586424114840977,,,9.603224157509588,,
IC1954,DBAR,11.2017,,,0.9663612,,0.033638746,,0.1242168479001005,0.1200383452590699,,0.00417849893908,,11.654,,,0.9655787,,0.034421287,,0.0819619597727879,0.0791407205399482,,0.0028212361795187,,11.164548738784005,11.615969164588403,0.0329871110713755,0.9670128889286246,,,8.485396881762894,9.952484861635195,,,9.9670525989759,,
IC2035,DBARN,11.93,,13.6359,0.68070096,,0.17601693,0.14328215,0.0901661732886177,0.0613762005164791,,0.0158707727204627,0.0127538116799695,12.446,,14.4235,0.70371455,,0.18103372,0.11525181,0.0542254880714873,0.0381592649118932,,0.0098166415861158,0.0061744744805067,11.51239090418946,12.064491325771757,0.1712320992309025,0.6593063244797369,,0.1694615762893605,9.162905827611802,9.74840788842781,,9.158391888427811,9.929320646639097,,
IC2051,DBARB,10.7178,13.6597,,0.90325713,0.060948543,0.0357942,,0.2075241295063004,0.1874476499507789,0.0124772822666674,0.0074281598877924,,11.1905,14.1373,,0.9072072,0.060921326,0.03187159,,0.1336883354694944,0.1212830192894687,0.0080367415080079,0.0042608599179145,,10.607328497955844,11.084766210009358,0.0395234877123518,0.9003173708527955,0.0601591414348526,,9.182489931441811,10.540030299499756,9.364936299499751,,10.585634669934228,1.1337,1.0486
IC3021,DBARN,15.1406,,20.3622,0.9797332,,0.011631786,0.00863494,0.0032557583431469,0.0031897746333444,,3.787028396341511e-05,2.6008781130699717e-05,15.664,,20.8148,0.97889686,,0.011900467,0.009202727,0.0020121625707624,0.0019696996148999,,2.39456740039556e-05,1.714273059193035e-05,15.118369594632654,15.640842334471708,0.011414846113522,0.9810174395880245,,0.0075677142984533,7.107809289750129,9.04201595663981,,6.929303956639808,9.050339228720082,,
IC3115,DBAR,13.3565,,,0.96851903,,0.031480953,,0.0170330272298683,0.0164968110447272,,0.0005362159313292,,13.9038,,,0.9618917,,0.03810825,,0.0103598583616725,0.0099650618827219,,0.0003947960544223,,13.32177039823932,13.86161545538733,0.0267368276301464,0.9732631723698536,,,7.915817257970207,9.476937672035184,,,9.488707381762808,,
IC3517,DBAR,14.9217,,,0.93780965,,0.06219027,,0.0041610727085118,0.003902294124289,,0.000258778227695,,15.4189,,,0.9430373,,0.05696281,,0.002617647376916,0.0024685390400751,,0.0001491085513738,,14.851986738738248,15.355222144056327,0.0669824390932168,0.9330175609067832,,,7.427336982661735,8.571265842756546,,,8.60137602480518,,
IC3521,DBAR,13.1007,,,0.7660284,,0.23397158,,0.027256816254431,0.0208794954599313,,0.0063773203883415,,13.5617,,,0.7715939,,0.22840609,,0.0176982855743975,0.0136558896911811,,0.0040423961469413,,12.811312183788369,13.280172003818718,0.2387757889172106,0.7612242110827894,,,8.783835538640044,9.287357842756546,,,9.405845249988069,,
IC4536,DBARN,12.7715,,19.2302,0.9383503,,0.059016883,0.0026326787,0.0301324880934054,0.0282748298406959,,0.0017783255355546,7.377683156652394e-05,13.2242,,19.7364,0.9381886,,0.059306372,0.0025050454,0.019862313974182,0.0186345967877043,,0.0011779617804808,4.628497143090845e-05,12.70241251593583,13.15492539316683,0.0587829077416354,0.9386630990085432,,0.0025539932498211,8.799552253507944,10.002810933623126,,7.437520933623127,10.030301188530222,,
IC5007,DBAR,12.5552,,,0.88123846,,0.118761554,,0.039158545934677,0.0345080167364898,,0.0046505297816949,,13.0138,,,0.8816616,,0.118338495,,0.0256553578726524,0.0226193437144376,,0.0030360164519825,,12.417933607817709,12.877054807224848,0.1191221884541991,0.8808778115458009,,,9.23787882687738,10.106801834084507,,,10.161886163415565,,
IC5240,DBARB,12.5659,13.2198,,0.29206112,0.16029063,0.5476481,,0.1169947175505453,0.0341696082736813,0.0187102676449068,0.0640719315291396,,13.1152,13.7678,,0.2839415,0.15600854,0.5600501,,0.0725589712288099,0.02060250366171,0.0112948378364952,0.0406366569365601,,11.22958436679784,11.748272208779024,0.5372666579395048,0.2991139759745139,0.1636193660859811,,10.134422617169715,9.880069433239877,9.618067433239874,,10.404232727507766,1.5555,1.5606
IC5270,DBAR,11.895,,,0.95655614,,0.043443866,,0.066265813770719,0.0633869711256924,,0.0028788431387453,,12.3249,,,0.95667094,,0.043328937,,0.0445941015069681,0.042661881003663,,0.0019322150211478,,11.846776160880855,12.276806454810767,0.0435417792623663,0.9564582207376336,,,8.668457881910726,10.010217714386243,,,10.029551710121606,,
IC5273,DBAR,11.2068,,,0.9619537,,0.038046416,,0.1242012111143308,0.1194758145248371,,0.0047254109327463,,11.6691,,,0.95946145,,0.04053852,,0.0813453008577265,0.0780476803585591,,0.0032976180748885,,11.164685423085668,11.624168825640933,0.0360444123722403,0.9639555876277596,,,8.597459100653051,10.024678176080108,,,10.040621150986942,,
NGC0210,DBARB,11.2892,11.9349,,0.49205005,0.29889822,0.20905165,,0.2250664279350974,0.1107439474989566,0.0610998297336939,0.0470505089618146,,11.703,12.4854,,0.5139604,0.27543044,0.21060914,,0.1471872949352347,0.0756484440833279,0.0367993374896354,0.0309989893126178,,10.519223204412352,10.980324190649425,0.213489423076617,0.4872925427987217,0.2992180341246612,,9.82103718779799,10.179450589467836,9.967648589467837,,10.49166082418986,1.3035,1.2484
NGC0289,DBARN,10.571,,14.9096,0.91044885,,0.07270031,0.016850863,0.2356917867233359,0.2145853159884364,,0.0171348651987067,0.003946026522887,11.05,,15.241,0.90962255,,0.071094975,0.01928249,0.1517535228855827,0.138038426460288,,0.0107889128968115,0.0029080374827353,10.469138878255198,10.947153045491564,0.0740805727698958,0.9109951920244472,,0.0149242352056568,9.47051794063372,10.560329694000906,,8.774705694000907,10.600813609105582,,
NGC0337,DBAR,11.4778,,,0.90477425,,0.09522573,,0.1028820877511727,0.0930850636394672,,0.0097970218121116,,11.9058,,,0.90189755,,0.09810238,,0.0695861474531967,0.0627595758761751,,0.0068265669109068,,11.369150578351,11.793693017475375,0.0928401552569472,0.9071598447430528,,,9.163236587414882,10.15318454737022,,,10.19550072935807,,
NGC0337A,DBAR,12.9808,,,0.9134863,,0.08651372,,0.0255257176300551,0.023317393401196,,0.0022083247994033,,13.4022,,,0.9170332,,0.08296689,,0.0172478490679149,0.0158168501461759,,0.0014310003353103,,12.882555098284616,13.308162642227485,0.0896358664053167,0.9103641335946832,,,8.127663815858064,9.13439713431281,,,9.17518199520113,,
