Galaxy,Model,Total Model Mass,Bar Mass,Disk Mass,Bulge Mass,Nucleus Mass,Bar-to-total,Disk-to-total,Bulge-to-total,Nucleus-to-total
NGC4779,DBARB,9.618354319836085,8.915280281255626,9.431081392957712,8.800654313468874,,0.1981189243610218,0.6497212529078951,0.15215982273108322,
NGC4897,DBARB,10.480338826028895,9.759098675258942,10.273524711700135,9.75648440489304,,0.19000273358576006,0.6211348339682805,0.18886243244595943,
NGC4900,DBAR,9.995453463921152,8.599365113041667,9.977647372962037,,,0.0401709080681052,0.9598290919318948,,
NGC4902,DBARB,10.975107084927052,9.8202588012225,10.894822401905568,9.96974368066723,,0.07000865212900975,0.8312187228878773,0.09877262498311287,
NGC4948A,DBAR,9.40859831169871,8.379658852673213,9.365940436374423,,,0.09355360794848715,0.9064463920515129,,
NGC4984,DBARB,10.651549934146535,10.076665309833631,10.26348091850433,10.162980285826762,,0.2661432008137464,0.4091956274897754,0.3246611716964783,
NGC4995,DBARN,10.696293778655233,9.335687696441175,10.667022142639734,,9.030516226138209,0.043590707488385526,0.9348207935304024,,0.021588498981212102
NGC5068,DBARN,9.66720464604073,8.322926841403133,9.646913851317798,,6.2536194217893915,0.04526079680820278,0.9543533565046777,,0.00038584668711954645
NGC5101,DBARB,11.02696958889984,10.271549037074795,10.747114413046909,10.503214551206527,,0.17562221413899826,0.5249824969357958,0.2993952889252059,
NGC5117,DBARB,9.96387807506943,9.106508002258602,9.871041139833496,8.692920885061675,,0.1388768723516071,0.8075381800935221,0.053584947554870796,
NGC5134,DBARBN,9.824585326505593,9.386229434950824,9.105763003764284,9.427978710839946,8.460585205149593,0.3644551642325136,0.19106347718699213,0.4012299875628344,0.04325137101765988
NGC5147,DBARN,9.87009469565735,8.544107293765887,9.847920988148754,,7.279634952028037,0.04720767351693063,0.9502246502785372,,0.0025676762045322575
NGC5218,DBARN,10.772780041375299,10.078484170460648,10.625925391778534,,9.700890067175347,0.20216414298957158,0.7130916488987928,,0.08474420811163558
NGC5236,DBARB,11.033196220417269,9.5964336479447,10.982870230968508,9.895556192372084,,0.03657947158641356,0.8905821997553707,0.07283832865821571,
NGC5334,DBARN,10.354405487378207,8.529613229388731,10.34742641474088,,7.342054370846827,0.014969515421354595,0.9840585234795284,,0.0009719610991171533
NGC5339,DBARB,10.3858292969831,9.403569327190693,10.308161499908937,9.160989527032804,,0.1041693682209704,0.8362424368144625,0.05958819496456703,
NGC5347,DBARN,10.047514007279476,9.176808489121555,9.917143945398198,,9.14318480763331,0.1346773250381527,0.740678840653005,,0.12464383430884216
NGC5355,DBARB,10.092053354703552,9.22776690739362,9.505519741554853,9.873246949803567,,0.13668270110811404,0.25909938780907366,0.6042179110828123,
NGC5375,DBARBN,10.641384237922956,9.740633973208489,10.464689222613112,9.898448021060062,9.086057996222353,0.12567524347814543,0.6657405104866324,0.1807439558119086,0.02784029022331365
NGC5430,DBARB,10.674915765114092,10.019317188619002,10.421262469429543,10.020023949677311,,0.22100465612979486,0.5576307369321952,0.22136460693800988,
NGC5448,DBARB,10.665496778244304,10.193261916625952,10.295579788673196,10.038839146693425,,0.3371049567506612,0.4266610623962374,0.2362339808531013,
NGC5534,DBARB,10.178693744234538,9.528479067818118,9.86102588875932,9.648561823094331,,0.22376147881817704,0.48120723072960947,0.2950312904522136,
NGC5569,DBAR,8.916656595180633,7.591472517821164,8.895615005280279,,,0.04729507545053151,0.9527049245494685,,
NGC5597,DBAR,10.552016106131886,9.886621153009022,10.446290476037193,,,0.21607526130597768,0.7839247386940225,,
NGC5600,DBAR,11.188754665937818,9.791108899271592,11.171013634566494,,,0.04002710987291884,0.9599728901270811,,
NGC5636,DBARB,9.543983238107986,7.763405701951412,9.517579646001707,8.171466723808374,,0.016573814121661572,0.9410147002392969,0.04241148563904152,
NGC5645,DBAR,9.808649399017053,8.842317586951964,9.758984649094147,,,0.10806080237216738,0.8919391976278326,,
NGC5661,DBAR,9.972866204042521,9.045160406338201,9.918279613222737,,,0.1181120486215745,0.8818879513784256,,
NGC5669,DBAR,9.982668315429276,8.819501451077643,9.951767034801692,,,0.06868045057195907,0.9313195494280408,,
NGC5691,DBAR,10.040352618064082,9.134846744026481,9.982704703350839,,,0.1243065822679663,0.8756934177320336,,
NGC5693,DBAR,9.60726644948753,8.29211780087557,9.58572057820197,,,0.0484006675322913,0.9515993324677088,,
NGC5701,DBARB,10.623190084466254,9.751147965791217,10.161955276313666,10.33918017759926,,0.13426347436447453,0.3457523908056063,0.5199841348299191,
NGC5713,DBARB,10.478614489141405,9.71633989505276,10.295228437716025,9.713044283429939,,0.17287229830997264,0.6555622672656484,0.17156543442437897,
NGC5728,DBARB,10.808405380946208,10.08704238330148,10.597770465233117,10.097005060689119,,0.18994899599044446,0.6156942309672544,0.194356773042301,
NGC5740,DBARB,10.389383440131278,9.122124927490114,10.294303646371889,9.543436701860601,,0.05404325361466116,0.8033785023493616,0.14257824403597724,
NGC5757,DBARB,10.680404454449073,9.843188271050739,10.52580830824986,9.868019459631705,,0.14547347614761388,0.7004930871725852,0.15403343667980096,
NGC5768,DBARN,10.032745024096311,8.507399124252286,9.99944333662701,,8.676037055777101,0.029830058163039363,0.9261862143538904,,0.04398372748307027
NGC5781,DBAR,10.021165704365027,9.401625540653457,9.901900763522727,,,0.24013741776594147,0.7598625822340586,,
NGC5850,DBARB,10.80116718577534,9.889798683058267,10.59931566556519,10.19751835466805,,0.12263981798250058,0.628273120731811,0.24908706128568853,
NGC5866B,DBAR,8.967226769083872,7.722890630835446,8.9417512121457,,,0.056972314332778426,0.9430276856672215,,
NGC5885,DBARN,10.380267330253817,8.621480322662116,10.368268312050164,,8.372554089626009,0.01742661322721252,0.9727494228395628,,0.009823963933224773
NGC5892,DBAR,10.255985902050085,8.81086712406325,10.240115922765051,,,0.03588237842026613,0.9641176215797339,,
NGC5921,DBARB,10.33886513216322,9.37012903850571,10.221769962230361,9.449008059781692,,0.10746422383918647,0.7636684173346037,0.12886735882620987,
NGC5950,DBAR,9.904444377382244,8.99392270362969,9.847503794214573,,,0.1228791861380002,0.8771208138619998,,
NGC5956,DBARN,9.871878865462504,9.062202517500591,9.743496181623417,,8.875885533904539,0.15499712835647045,0.744076033350954,,0.10092683829257548
NGC5964,DBAR,10.187531412320874,9.093556551836702,10.151063069048691,,,0.08054250625836946,0.9194574937416305,,
NGC5970,DBARN,10.517534979437405,9.581381899506717,10.455579429762913,,8.750848118371733,0.11583689827908866,0.8670506144168533,,0.017112487304058028
NGC6012,DBARN,9.966408123275974,9.297126384033099,9.858831661802395,,7.687304052781451,0.2141500897560633,0.7805909979303403,,0.005258912313596489
NGC6014,DBARN,10.141258140280502,9.167898603813967,10.04857288186631,,9.075016130594067,0.1063262417823492,0.8078202610800994,,0.08585349713755135
NGC6140,DBAR,9.759501922376325,8.66241473390747,9.723305152868319,,,0.07996736973041013,0.9200326302695898,,
NGC6217,DBARN,10.363341527608053,9.37680157111557,10.28784136852382,,9.114816814280301,0.10314781757562398,0.8404266992473927,,0.056425483176983295
NGC6236,DBAR,9.565676421066632,8.045451949550547,9.552365805215592,,,0.030183912170798164,0.9698160878292018,,
NGC6237,DBAR,8.804568597043318,7.649179136562566,8.773088217047823,,,0.06992146828853137,0.9300785317114686,,
NGC6267,DBARB,10.493145506878028,9.371269528895633,10.443268984645309,9.011196452537419,,0.07553078910881246,0.8915043729033618,0.03296483798782577,
NGC6339,DBAR,9.98900821070591,9.03367497623945,9.937991836478313,,,0.11083240710637088,0.8891675928936291,,
NGC6412,DBARN,10.08172806161709,8.619996675150706,10.064702402885457,,7.673772120420668,0.03453572786740571,0.9615554666498125,,0.0039088054827817265
NGC6889,DBARN,9.850231202004297,8.457752852543784,9.830026480194254,,7.544947590206658,0.040506213787571174,0.954542518737558,,0.004951267474870757
NGC7051,DBARN,10.186232956970182,9.693914619797898,9.959629593501711,,9.113921757057176,0.32187086180320423,0.5934670843271306,,0.08466205386966515
NGC7070,DBAR,10.10348205194675,8.573608711015927,10.09046832817826,,,0.029520700525396716,0.9704792994746032,,
NGC7079,DBARB,10.55350919443894,9.289808708459711,10.392760653927963,9.959832337982572,,0.05448783021663833,0.6906395731526671,0.2548725966306947,
NGC7091,DBAR,9.672043443616426,8.819430775326827,9.606336547138012,,,0.1404065381995965,0.8595934618004034,,
NGC7154,DBARN,9.842193598318074,8.981536363295843,9.773516519986657,,7.768311539444604,0.13782968543592924,0.8537346764356057,,0.008435638128465152
NGC7162A,DBAR,9.709522556514184,8.651306643239842,9.6697768997955,,,0.08745488775582355,0.9125451122441764,,
NGC7179,DBARB,10.503688996880827,9.26833573041341,10.461229025968468,9.047477295833973,,0.05816299123452285,0.9068595463213988,0.03497746244407838,
NGC7280,DBARB,10.093674871555987,9.038914499670112,9.916908794093267,9.484989202221449,,0.08815351383066818,0.665631586506224,0.24621489966310778,
NGC7418,DBARN,10.333188282334168,8.65587613252829,10.323777973709932,,6.948403681392474,0.021022668891583936,0.978565029148697,,0.00041230195971903337
NGC7421,DBARB,10.115431304063412,8.83577904774311,10.070843019178888,8.769135496845838,,0.05252278468045121,0.9024262404960086,0.045050974823540035,
NGC7424,DBAR,9.856677480524475,8.525720610848685,9.835920479516167,,,0.046670572713808735,0.9533294272861913,,
NGC7496,DBARN,9.92934913934623,8.709450510665729,9.883505279587624,,8.530419358655232,0.06027002495923339,0.8998210326115433,,0.039908942429223236
NGC7513,DBARB,10.144375059298818,9.312581409904002,10.056352447386018,8.702590525296225,,0.1473012222960423,0.816539856407404,0.0361589212965538,
NGC7661,DBAR,9.464836691981485,8.13509046243633,9.444020336926402,,,0.046800853192501,0.9531991468074991,,
NGC7723,DBARB,10.621562020444443,9.365988183203799,10.567862187141603,9.405412149418519,,0.05551702209810218,0.8836904603321859,0.06079251756971191,
NGC7724,DBARN,10.061416456694626,8.855492825891615,10.0311578203157,,7.765596530203046,0.06224097241646008,0.9326986832046938,,0.005060344378846014
NGC7741,DBAR,9.77850898390414,8.669165086910665,9.743361381846794,,,0.07774207050318732,0.9222579294968127,,
NGC7755,DBARB,10.508438656797743,9.563043021845505,10.348057360669229,9.799315285676474,,0.11339773107760258,0.6912238328705513,0.19537843605184615,
NGC7757,DBARN,10.134376391823725,8.795335887485017,10.111099933400926,,7.938867643525418,0.0458099160247558,0.9478149215855552,,0.006375162389688914
NGC7764,DBAR,9.648993374307938,8.744664637704332,9.591178103478551,,,0.12464396720353299,0.875356032796467,,
NGC7798,DBARB,10.320569420491434,8.872173342901394,10.247760467405254,9.395154079215017,,0.03561261973470535,0.8456507666237979,0.1187366136414968,
PGC002492,DBAR,8.957451639605399,7.6463709254523895,8.935697841417307,,,0.04885615511514418,0.9511438448848558,,
PGC003853,DBAR,9.661069710883009,8.150828079742363,9.647444683512944,,,0.030885765437097683,0.9691142345629024,,
PGC006626,DBARN,9.013543197821905,7.668199379659755,8.992385242368547,,6.393840210908475,0.04514983648809389,0.9524496894749629,,0.0024004740369431865
PGC006667,DBAR,9.637580840042087,8.252263273912646,9.619318092294941,,,0.04117962940431865,0.9588203705956813,,
PGC012068,DBAR,9.204054641450801,8.11007511343181,9.167586707042275,,,0.08054164064080402,0.919458359359196,,
PGC012664,DBAR,9.618711540863147,8.330166741776686,9.595767981732855,,,0.05145827231595671,0.9485417276840433,,
PGC015869,DBAR,9.351939587664527,8.177688890204958,9.321844596634723,,,0.06694980286177689,0.9330501971382231,,
PGC016784,DBAR,9.270719569244802,8.209244669697634,9.23128496113752,,,0.08680107433295427,0.9131989256670457,,
PGC032091,DBARB,9.579046718496604,8.383496986235782,9.541844045526071,7.842688832218872,,0.06374560799985761,0.9179041365767177,0.018350255423424677,
PGC036217,DBARN,9.580359977619377,8.206761262068888,9.560724491610397,,6.85902102916927,0.04230593369956323,0.9557944711527612,,0.0018995951476755532
PGC037373,DBAR,9.344505266114293,8.303326151652733,9.303091218108806,,,0.0909538077853206,0.9090461922146794,,
PGC042868,DBARN,9.74522080154213,8.557145490246274,9.714765655189845,,7.203262069522683,0.06485219631704307,0.9322767502976821,,0.0028710533852747923
PGC045195,DBAR,9.572996681481909,8.048377800731854,9.559822123373243,,,0.029880036196808575,0.9701199638031914,,
PGC048179,DBAR,9.7801924661996,8.711978270038783,9.74139303012033,,,0.08546450937841317,0.9145354906215868,,
PGC053093,DBARN,10.12736635745362,9.243816441928944,10.054834301060158,,8.49017608750269,0.13075252502050516,0.8461901070324055,,0.023057367947089378
PGC066559,DBAR,9.335888883845392,8.477708717797233,9.271084643002816,,,0.13861806557786432,0.8613819344221357,,
PGC067871,DBAR,9.253346831498732,8.276990177700654,9.20488105087073,,,0.10559499797625034,0.8944050020237496,,
PGC068771,DBAR,9.572769945357992,8.394863743432321,9.542936070985414,,,0.06638864398161949,0.9336113560183805,,
UGC01551,DBARN,9.878841218065409,8.363396877721721,9.864798281897803,,6.99274974030759,0.030517971257398864,0.9681821329973644,,0.001299895745236668
UGC04393,DBAR,9.219027159182469,8.489408897032966,9.129452799482053,,,0.1863724600793436,0.8136275399206564,,
UGC04621,DBARN,10.134778238210393,9.243458364909221,10.043817401543068,,8.916761639900605,0.12843403492359062,0.8110341911103491,,0.06053177396606025
UGC04867,DBAR,9.229566609683584,8.065829700740236,9.198707337563349,,,0.06859036138595387,0.9314096386140461,,
UGC05004,DBAR,8.84253940914203,7.519186358047795,8.821406720270957,,,0.04749489686102526,0.9525051031389746,,
UGC05354,DBAR,8.596117290683658,7.427306003104259,8.565629369758067,,,0.0677936024722995,0.9322063975277005,,
UGC05478,DBAR,8.998964191661328,7.729957476511932,8.974935134518564,,,0.05382614597440413,0.946173854025596,,
UGC05612,DBAR,9.36182668272279,8.282472769126977,9.324053815479651,,,0.08330020810855364,0.9166997918914465,,
UGC05633,DBAR,9.11211701505497,8.009020180324464,9.076438684812743,,,0.07886842449227904,0.921131575507721,,
UGC05676,DBAR,8.878477570815313,7.490140122747675,8.860344052508621,,,0.0408942786524747,0.9591057213475253,,
UGC05688,DBAR,9.440585272896868,8.14308299134464,9.418122412869604,,,0.05040779709381477,0.9495922029061852,,
UGC05707,DBAR,9.331700639273329,8.095295432968106,9.305741269900441,,,0.05802228042519501,0.9419777195748049,,
UGC05934,DBAR,8.767005967267853,7.124879681460178,8.756990851815303,,,0.022796790818239814,0.9772032091817601,,
UGC06157,DBAR,9.529486191610877,8.388896416727226,9.496872548447806,,,0.0723452838768797,0.9276547161231203,,
UGC06194,DBAR,9.536100000734516,8.386428660772744,9.50418668556575,,,0.07084817376609148,0.9291518262339085,,
UGC06309,DBARN,10.333465662311015,9.163942341109909,10.29970235125739,,8.185651968160814,0.06768254470603498,0.9252022685031145,,0.0071151867908506375
UGC06816,DBAR,8.934840723864195,7.941092807050437,8.88838296879531,,,0.10145000743233547,0.8985499925676645,,
UGC06903,DBAR,9.878712945959029,8.472772595465853,9.861314349428653,,,0.039269886812548824,0.9607301131874512,,
UGC06917,DBAR,9.443323795605279,7.961890313942998,9.428748475274842,,,0.033003995432319515,0.9669960045676805,,
UGC06930,DBAR,9.513779883275138,8.115930226102522,9.496047351260946,,,0.04000832254631757,0.9599916774536824,,
UGC06983,DBAR,9.355010259679682,8.218912100195661,9.322044367096757,,,0.07309738496887593,0.9269026150311241,,
UGC07129,DBARN,9.539149131278355,8.679417388135532,9.44195111078204,,8.334379907986984,0.1381237169594731,0.7994696464752142,,0.062406636565312604
UGC07133,DBAR,9.297719629463007,7.725988789224173,9.285918028967489,,,0.026808292895464998,0.9731917071045351,,
UGC07239,DBAR,9.38023911594738,8.055771660179465,9.359161920016103,,,0.04737318063466263,0.9526268193653373,,
UGC07257,DBAR,8.68173618164487,7.849743856590643,8.612566133526874,,,0.14723385216867835,0.8527661478313217,,
UGC07700,DBAR,9.337904648308685,8.056210345473795,9.314586342403853,,,0.052276402984917536,0.9477235970150825,,
UGC07943,DBAR,9.182365659348648,7.968361936989014,9.154987922288063,,,0.0610936788513491,0.9389063211486509,,
UGC08041,DBARN,9.432511806160424,8.024387622398681,9.410374410386098,,7.458758250651643,0.03907291532857121,0.9503041026983708,,0.010622981973057813
UGC08056,DBARB,9.079768949529502,7.897324418907404,9.021684632889256,7.85419525702952,,0.06569850231913399,0.8748139169075666,0.05948758077329954,
UGC08084,DBAR,9.470266409483099,8.562482756209292,9.412940864372368,,,0.12365632823788977,0.8763436717621101,,
UGC08597,DBAR,9.416287493574947,8.587244000973678,9.346606283378938,,,0.14823696251904883,0.8517630374809512,,
UGC08733,DBAR,9.475280571124118,8.035944464010294,9.459193880033292,,,0.036363350569274026,0.9636366494307259,,
UGC08877,DBAR,8.964257218570483,7.476276712546318,8.94990361857751,,,0.03251018897563131,0.9674898110243687,,
UGC09215,DBAR,9.73264710566855,8.871831930586,9.66826541477426,,,0.13777956996847934,0.8622204300315206,,
UGC09569,DBAR,9.340237254802306,8.199746671272363,9.307615875021297,,,0.07236180917594115,0.927638190824059,,
UGC09601,DBAR,9.232532430637516,8.27366207449478,9.181954936945482,,,0.10993339592461963,0.8900666040753804,,
UGC09661,DBAR,8.958928270596255,7.835277573589882,8.92496540007372,,,0.07522276673881616,0.9247772332611838,,
UGC09730,DBAR,9.095975712700119,8.0073837966343,9.059032641290962,,,0.08154701790380033,0.9184529820961997,,
UGC10290,DBAR,9.345765453066948,8.05157308199007,9.323126183919598,,,0.05079344027866431,0.9492065597213358,,
UGC10791,DBAR,8.799584656403056,7.340804822123074,8.784214910555413,,,0.0347712389671917,0.9652287610328083,,
UGC10854,DBAR,8.942109334909945,7.6481797266703255,8.91945600045412,,,0.05082418132519622,0.9491758186748037,,
UGC11782,DBAR,8.661407278436204,7.48703895705548,8.631320726133,,,0.06693167269355597,0.9330683273064441,,
UGC12151,DBAR,9.083092172336695,7.615949700857329,9.068020696379673,,,0.034108100072183276,0.9658918999278168,,
UGC12681,DBAR,9.09013076965259,8.688110913586852,8.870980779971191,,,0.3962599167265405,0.6037400832734594,,
UGC12707,DBARN,9.559448849450705,8.545137426773627,9.511866659800855,,7.405480379418434,0.09675837751584525,0.8962265602218795,,0.007015062262275105
UGC12732,DBAR,8.65663074695573,7.623235916121094,8.614430115557822,,,0.09259875960103367,0.9074012403989663,,
